"","pwsid","total_violations","dist_enf","dist_vio_type","diff_days_max"
"13554","OH2201511",1,4,1,30
"13555","OH2331012",1,4,1,1501
"13556","OH2332312",1,5,1,30
"13557","OH2332912",2,10,1,30
"13558","OH2333012",3,11,2,1070
"13559","OH2334712",2,7,1,91
"13560","OH2338912",1,4,1,91
"13561","OH2345712",1,3,1,91
"13562","OH2346912",7,20,1,91
"13563","OH2351212",1,4,1,29
"13564","OH2502112",1,3,1,91
"13565","OH2503411",3,10,1,91
"13566","OH2504212",1,4,1,29
"13567","OH2504412",2,8,1,29
"13568","OH2533912",1,4,1,91
"13569","OH2535012",1,3,1,1172
"13570","OH2548912",1,4,1,2212
"13571","OH2549512",2,7,2,2144
"13572","OH2550712",3,10,2,2165
"13573","OH2552712",2,7,1,91
"13574","OH2553012",1,4,1,29
"13575","OH2556012",1,4,1,91
"13576","OH2557012",1,5,1,29
"13577","OH2564212",3,12,3,2499
"13578","OH2566112",2,9,2,2073
"13579","OH2566312",3,10,1,91
"13580","OH2569412",5,15,1,91
"13581","OH2569612",2,9,2,2144
"13582","OH2570012",3,15,1,30
"13583","OH2570722",3,11,1,91
"13584","OH2570727",1,5,1,30
"13585","OH2600011",13,44,1,91
"13586","OH2600111",7,24,1,91
"13587","OH2600311",5,18,3,1389
"13588","OH2600603",1,4,1,89
"13589","OH2601011",2,6,1,90
"13590","OH2637812",3,10,1,91
"13591","OH2800112",4,11,1,91
"13592","OH2803812",7,21,1,91
"13593","OH2804212",2,8,1,183
"13594","OH2830112",1,4,1,1101
"13595","OH2832712",1,4,1,30
"13596","OH2833412",2,8,1,180
"13597","OH2834612",2,6,1,90
"13598","OH2835512",1,5,1,30
"13599","OH2836512",5,16,1,183
"13600","OH2838212",1,5,1,29
"13601","OH2838912",3,12,1,183
"13602","OH2839212",2,4,1,90
"13603","OH2840012",1,2,1,766
"13604","OH2843012",2,8,1,180
"13605","OH2844412",9,28,1,91
"13606","OH2846512",2,6,2,30
"13607","OH2846612",2,9,2,91
"13608","OH2848512",1,5,1,30
"13609","OH2850812",3,13,3,1802
"13610","OH2852612",1,4,1,183
"13611","OH2853012",1,7,1,1561
"13612","OH2853812",1,5,1,672
"13613","OH2854812",1,3,1,582
"13614","OH2855112",3,10,1,90
"13615","OH2855412",2,6,2,1069
"13616","OH2858612",1,5,1,929
"13617","OH2860112",3,10,1,183
"13618","OH2861612",4,11,2,429
"13619","OH2862312",1,4,1,91
"13620","OH2862712",1,2,1,91
"13621","OH2864112",1,2,1,938
"13622","OH2864912",3,7,1,91
"13623","OH2865212",3,12,1,91
"13624","OH2866312",4,15,2,632
"13625","OH2866612",1,5,1,1642
"13626","OH2867612",2,9,2,90
"13627","OH2869312",2,6,2,2531
"13628","OH2870012",1,3,1,90
"13629","OH2874912",3,5,1,2562
"13630","OH2875312",2,6,1,91
"13631","OH2875412",1,2,1,91
"13632","OH2876712",1,3,1,2480
"13633","OH2876915",3,7,1,91
"13634","OH2876941",1,5,1,30
"13635","OH2876957",1,5,1,29
"13636","OH2902012",2,7,1,91
"13637","OH2902812",1,5,1,30
"13638","OH2930612",2,8,2,90
"13639","OH2939312",4,16,1,30
"13640","OH2939612",1,4,1,1861
"13641","OH2945712",2,9,2,1861
"13642","OH2955112",3,10,1,91
"13643","OH2958312",1,4,1,30
"13644","OH2958512",1,5,1,29
"13645","OH3000111",3,12,2,91
"13646","OH3000603",3,11,1,91
"13647","OH3001212",19,66,3,91
"13648","OH3033912",1,5,1,30
"13649","OH3054512",2,6,1,30
"13650","OH3135012",1,3,1,850
"13651","OH3200411",4,13,2,91
"13652","OH3200903",9,33,1,91
"13653","OH3235212",2,6,1,91
"13654","OH3236212",1,4,1,1040
"13655","OH3245612",1,4,1,90
"13656","OH3300112",1,2,1,30
"13657","OH3335715",4,17,2,371
"13658","OH3400214",1,4,1,30
"13659","OH3400912",1,4,1,2166
"13660","OH3401503",5,17,1,91
"13661","OH3430612",3,8,2,1528
"13662","OH3432112",3,12,3,1497
"13663","OH3433812",4,10,2,1954
"13664","OH3439712",1,2,1,28
"13665","OH3500312",10,31,2,183
"13666","OH3500512",11,34,1,91
"13667","OH3500711",10,32,1,91
"13668","OH3500811",1,4,1,30
"13669","OH3531411",34,109,3,91
"13670","OH3534712",2,9,2,1893
"13671","OH3536012",6,26,3,91
"13672","OH3536212",1,4,1,30
"13673","OH3539212",12,40,1,91
"13674","OH3539214",5,17,1,91
"13675","OH3632312",2,7,1,30
"13676","OH3734512",1,3,1,827
"13677","OH3735012",3,5,2,91
"13678","OH3735412",2,6,1,30
"13679","OH3736411",3,10,2,30
"13680","OH3736712",3,15,2,30
"13681","OH3739012",1,5,1,30
"13682","OH3739812",1,3,1,30
"13683","OH3740513",2,7,1,30
"13684","OH3846412",1,3,1,30
"13685","OH3849012",4,11,1,89
"13686","OH3849112",1,3,1,90
"13687","OH3900011",3,11,1,91
"13688","OH3902611",2,8,1,30
"13689","OH3946412",1,5,1,29
"13690","OH4001912",2,8,1,91
"13691","OH4100003",1,3,1,2822
"13692","OH4101612",3,10,1,91
"13693","OH4101712",2,4,2,1131
"13694","OH4102411",2,9,2,91
"13695","OH4130912",7,23,1,91
"13696","OH4132712",1,2,1,30
"13697","OH4235112",1,3,1,90
"13698","OH4239412",1,5,1,30
"13699","OH4239812",2,8,2,90
"13700","OH4240612",2,6,1,91
"13701","OH4241412",1,4,1,2388
"13702","OH4241512",1,5,1,29
"13703","OH4244712",13,40,1,91
"13704","OH4244714",2,9,1,30
"13705","OH4300411",1,3,1,861
"13706","OH4330217",1,3,1,91
"13707","OH4337419",7,21,3,3105
"13708","OH4340111",1,4,1,1642
"13709","OH4536412",2,7,1,91
"13710","OH4546312",2,7,2,91
"13711","OH4551112",1,4,1,2136
"13712","OH4551812",1,2,1,90
"13713","OH4553612",7,22,1,91
"13714","OH4554112",1,4,1,90
"13715","OH4555112",1,4,1,181
"13716","OH4560812",2,6,2,295
"13717","OH4560932",2,6,1,183
"13718","OH4562012",1,4,1,91
"13719","OH4563212",2,8,2,863
"13720","OH4567617",2,5,1,91
"13721","OH4636412",1,3,1,2288
"13722","OH4637812",3,13,2,91
"13723","OH4638912",1,4,1,90
"13724","OH4642012",4,15,2,1892
"13725","OH4642112",1,4,1,2653
"13726","OH4643712",4,10,1,91
"13727","OH4644412",2,7,1,2653
"13728","OH4645812",2,5,1,91
"13729","OH4647212",1,3,1,152
"13730","OH4647612",2,7,1,2653
"13731","OH4650912",1,4,1,2653
"13732","OH4651212",1,3,1,91
"13733","OH4651712",2,5,1,2623
"13734","OH4651812",2,7,1,2653
"13735","OH4652614",1,2,1,90
"13736","OH4652616",9,31,3,91
"13737","OH4652622",2,2,2,2653
"13738","OH4700911",1,4,1,89
"13739","OH4801411",2,5,2,30
"13740","OH4801612",4,13,1,91
"13741","OH4830712",1,5,1,91
"13742","OH4834912",1,4,1,91
"13743","OH4837712",1,4,1,90
"13744","OH4837812",2,7,1,2622
"13745","OH4838612",2,9,1,30
"13746","OH4839912",1,4,1,2248
"13747","OH4840512",2,9,2,91
"13748","OH4843612",5,22,2,91
"13749","OH4845712",2,9,2,1927
"13750","OH4846315",2,9,2,90
"13751","OH4846316",1,4,1,1375
"13752","OH4900212",4,14,1,183
"13753","OH4900312",10,32,1,91
"13754","OH4900712",2,8,2,30
"13755","OH4901312",1,4,1,1925
"13756","OH4933012",1,4,1,1742
"13757","OH4936212",1,5,1,30
"13758","OH4936812",2,7,1,90
"13759","OH4938912",1,3,1,90
"13760","OH4941112",1,3,1,543
"13761","OH4943912",4,18,4,2428
"13762","OH4944812",1,4,1,91
"13763","OH4946012",2,7,1,90
"13764","OH4946320",4,16,2,515
"13765","OH5000411",2,7,1,91
"13766","OH5001911",7,27,6,2776
"13767","OH5002303",1,4,1,91
"13768","OH5033112",1,2,1,30
"13769","OH5034112",1,4,1,29
"13770","OH5038112",1,2,1,90
"13771","OH5046912",2,6,1,91
"13772","OH5053412",3,12,2,2408
"13773","OH5054012",1,3,1,29
"13774","OH5055015",2,5,1,91
"13775","OH5055018",1,3,1,90
"13776","OH5133112",1,5,1,30
"13777","OH5137812",1,5,1,29
"13778","OH5143012",3,8,1,91
"13779","OH5143712",1,4,1,30
"13780","OH5143913",3,9,2,1121
"13781","OH5200012",1,4,1,29
"13782","OH5200212",1,3,1,2776
"13783","OH5230112",1,2,1,91
"13784","OH5236112",1,3,1,91
"13785","OH5236612",1,5,1,29
"13786","OH5240312",1,4,1,30
"13787","OH5253012",1,4,1,1893
"13788","OH5260112",3,7,2,2151
"13789","OH5400011",2,6,1,91
"13790","OH5400312",1,4,1,2711
"13791","OH5401112",1,4,1,183
"13792","OH5439412",1,3,1,89
"13793","OH5441012",1,5,1,30
"13794","OH5442014",1,4,1,1026
"13795","OH5501211",1,4,1,91
"13796","OH5501912",3,10,1,91
"13797","OH5531312",1,3,1,2258
"13798","OH5536812",2,10,1,30
"13799","OH5540512",2,5,2,91
"13800","OH5541912",2,8,2,90
"13801","OH5545112",1,3,1,90
"13802","OH5545812",1,1,1,2227
"13803","OH5550212",1,5,1,30
"13804","OH5551212",3,11,1,2653
"13805","OH5551412",2,8,1,90
"13806","OH5600711",2,7,1,90
"13807","OH5701315",2,7,1,183
"13808","OH5701503",2,7,1,183
"13809","OH5734812",3,12,2,91
"13810","OH5743012",3,8,1,91
"13811","OH5743512",1,5,1,30
"13812","OH5744112",4,16,1,91
"13813","OH5744312",2,9,2,2623
"13814","OH5747812",1,4,1,91
"13815","OH5750617",1,4,1,29
"13816","OH5830312",4,17,2,30
"13817","OH5831212",1,4,1,30
"13818","OH5832912",1,3,1,29
"13819","OH5833112",1,4,1,29
"13820","OH5833312",3,12,1,30
"13821","OH5833712",2,10,1,30
"13822","OH5836713",2,5,2,30
"13823","OH5942712",3,10,1,91
"13824","OH6000412",1,4,1,91
"13825","OH6001411",28,87,1,91
"13826","OH6036712",2,7,2,91
"13827","OH6045814",2,7,2,2319
"13828","OH6100303",1,4,1,91
"13829","OH6203311",3,13,3,30
"13830","OH6205111",1,4,1,91
"13831","OH6238412",2,8,2,90
"13832","OH6259112",1,3,1,91
"13833","OH6300411",2,7,2,89
"13834","OH6333812",2,8,2,90
"13835","OH6400111",1,4,1,90
"13836","OH6400912",1,4,1,1923
"13837","OH6401003",2,8,1,91
"13838","OH6401403",3,11,1,91
"13839","OH6431912",1,3,1,30
"13840","OH6432212",1,2,1,2958
"13841","OH6434912",1,4,1,90
"13842","OH6531212",1,4,1,2287
"13843","OH6539212",2,9,2,598
"13844","OH6630712",1,4,1,827
"13845","OH6631012",1,4,1,827
"13846","OH6632414",2,8,2,30
"13847","OH6633312",1,4,1,827
"13848","OH6633712",1,4,1,827
"13849","OH6703112",1,4,1,89
"13850","OH6738612",2,8,2,1224
"13851","OH6742512",1,2,1,425
"13852","OH6753012",1,5,1,341
"13853","OH6759912",4,8,1,1209
"13854","OH6778312",1,3,1,90
"13855","OH6779712",1,3,1,91
"13856","OH6783612",5,17,2,1260
"13857","OH6784712",1,5,1,29
"13858","OH6789723",1,5,1,29
"13859","OH6835412",1,5,1,30
"13860","OH6900112",3,12,2,2745
"13861","OH6900212",5,21,1,91
"13862","OH6900612",2,8,1,91
"13863","OH6936612",2,10,1,30
"13864","OH6945812",4,11,1,91
"13865","OH6946015",1,5,1,30
"13866","OH7000612",6,24,1,553
"13867","OH7002012",2,8,2,180
"13868","OH7002914",2,8,2,180
"13869","OH7003212",3,11,1,183
"13870","OH7032212",2,5,1,91
"13871","OH7033412",4,13,1,91
"13872","OH7034812",1,4,1,1911
"13873","OH7036512",4,16,1,982
"13874","OH7038212",4,13,1,91
"13875","OH7040012",1,4,1,30
"13876","OH7045412",1,4,1,1888
"13877","OH7046112",2,4,2,90
"13878","OH7049412",1,4,1,183
"13879","OH7054312",2,7,2,1413
"13880","OH7084816",1,4,1,171
"13881","OH7201012",1,4,1,1920
"13882","OH7232212",4,18,2,91
"13883","OH7244912",1,5,1,1798
"13884","OH7248412",3,13,2,90
"13885","OH7253012",1,5,1,30
"13886","OH7259315",2,7,1,29
"13887","OH7400512",13,42,1,91
"13888","OH7400712",1,3,1,2368
"13889","OH7401312",2,10,1,1070
"13890","OH7436312",1,5,1,30
"13891","OH7439812",1,3,1,766
"13892","OH7444012",1,3,1,91
"13893","OH7444212",2,8,2,364
"13894","OH7449412",1,2,1,1283
"13895","OH7449712",1,6,1,29
"13896","OH7449713",1,4,1,1790
"13897","OH7500412",2,7,1,90
"13898","OH7536212",2,4,1,2653
"13899","OH7537712",1,3,1,89
"13900","OH7542412",1,4,1,91
"13901","OH7600011",4,13,1,30
"13902","OH7600312",2,7,2,1648
"13903","OH7601503",2,10,1,949
"13904","OH7601912",1,5,1,1255
"13905","OH7603412",2,7,2,2046
"13906","OH7605212",4,13,1,91
"13907","OH7605412",1,6,1,3083
"13908","OH7606012",1,4,1,644
"13909","OH7632112",1,3,1,90
"13910","OH7651212",1,3,1,1557
"13911","OH7652912",1,2,1,447
"13912","OH7653712",2,7,1,91
"13913","OH7655712",1,5,1,90
"13914","OH7657612",3,10,1,89
"13915","OH7665312",1,2,1,91
"13916","OH7669612",1,3,1,30
"13917","OH7677615",2,7,1,2168
"13918","OH7677617",2,6,1,89
"13919","OH7704503",1,2,1,30
"13920","OH7708812",4,14,2,364
"13921","OH7724712",2,7,1,91
"13922","OH7725512",1,3,1,400
"13923","OH7726012",1,2,1,90
"13924","OH7731012",1,3,1,91
"13925","OH7732112",1,5,1,30
"13926","OH7733512",2,5,1,91
"13927","OH7736212",3,11,3,2596
"13928","OH7738812",1,2,1,366
"13929","OH7743712",1,2,1,120
"13930","OH7743912",4,11,1,91
"13931","OH7749912",4,10,1,91
"13932","OH7751022",1,3,1,183
"13933","OH7751222",2,7,2,2044
"13934","OH7762612",1,4,1,30
"13935","OH7762812",2,6,2,2868
"13936","OH7768312",1,3,1,2776
"13937","OH7779412",1,3,1,2558
"13938","OH7786112",3,7,2,1923
"13939","OH7786612",2,8,2,766
"13940","OH7789612",1,6,1,30
"13941","OH7799915",2,4,1,90
"13942","OH7799916",1,2,1,91
"13943","OH7799931",1,4,1,1425
"13944","OH7799948",4,13,1,91
"13945","OH7800812",1,3,1,30
"13946","OH7801415",1,4,1,91
"13947","OH7802003",1,3,1,91
"13948","OH7802311",2,9,1,91
"13949","OH7803911",20,69,2,91
"13950","OH7806503",1,4,1,90
"13951","OH7830412",2,9,1,2149
"13952","OH7836712",8,26,1,91
"13953","OH7836912",2,11,2,1743
"13954","OH7837112",1,3,1,1878
"13955","OH7842312",1,4,1,309
"13956","OH7843212",1,6,1,1909
"13957","OH7843312",2,6,1,2623
"13958","OH7849712",1,3,1,90
"13959","OH7850412",1,3,1,405
"13960","OH7851912",2,8,2,2386
"13961","OH7854312",2,7,1,181
"13962","OH7855012",1,3,1,91
"13963","OH7856315",1,2,1,30
"13964","OH7856316",1,4,1,1608
"13965","OH7934512",1,2,1,30
"13966","OH7943012",1,2,1,30
"13967","OH7945012",2,6,1,30
"13968","OH7945312",1,5,1,30
"13969","OH7948212",1,3,1,29
"13970","OH7948412",3,9,2,91
"13971","OH7949812",2,8,2,30
"13972","OH7951312",2,5,1,30
"13973","OH8039412",1,3,1,30
"13974","OH8137112",1,5,1,91
"13975","OH8137312",1,4,1,91
"13976","OH8200003",21,66,1,91
"13977","OH8230412",1,4,1,27
"13978","OH8231012",2,7,1,30
"13979","OH8361112",1,5,1,2136
"13980","OH8361312",1,5,1,30
"13981","OH8400712",3,4,1,3019
"13982","OH8500112",2,9,2,917
"13983","OH8502812",1,6,1,91
"13984","OH8502912",1,3,1,835
"13985","OH8504412",3,11,2,2776
"13986","OH8535012",1,3,1,91
"13987","OH8536012",1,3,1,90
"13988","OH8536512",2,6,1,89
"13989","OH8540712",1,3,1,30
"13990","OH8542712",1,3,1,30
"13991","OH8544912",1,3,1,91
"13992","OH8548212",1,5,1,158
"13993","OH8550212",1,3,1,90
"13994","OH8556512",1,5,1,90
"13995","OH8559712",1,4,1,30
"13996","OH8560612",1,5,1,30
"13997","OH8561312",1,2,1,1558
"13998","OH8562212",2,7,1,364
"13999","OH8564712",2,6,1,90
"14000","OH8601012",1,3,1,183
"14001","OH8601112",1,4,1,1130
"14002","OH8704203",4,12,1,91
"14003","OH8748712",1,5,1,30
"14004","OH8750812",1,5,1,30
"14005","OH8752812",3,12,1,91
"14006","OH8830712",2,8,1,1357
"14007","OH8833512",1,3,1,1196
"14008","OH8835512",2,7,1,30
"14009","OH8841112",1,4,1,1892
"14010","OK1010101",14,11,4,91
"14011","OK1010203",29,32,2,91
"14012","OK1010207",20,35,2,91
"14013","OK1010214",15,25,3,91
"14014","OK1010302",10,32,3,91
"14015","OK1010304",47,68,5,91
"14016","OK1010314",48,66,5,91
"14017","OK1010316",1,4,1,90
"14018","OK1010318",56,71,1,91
"14019","OK1010319",139,137,6,91
"14020","OK1010401",18,33,5,91
"14021","OK1010402",15,29,4,91
"14022","OK1010408",7,17,3,91
"14023","OK1010412",27,42,2,91
"14024","OK1010604",42,77,5,91
"14025","OK1010803",28,71,3,91
"14026","OK1010806",43,74,6,91
"14027","OK1010807",95,94,2,91
"14028","OK1010809",46,64,3,91
"14029","OK1010812",18,28,4,91
"14030","OK1010814",8,31,4,91
"14031","OK1010815",5,6,2,30
"14032","OK1010816",3,12,2,91
"14033","OK1010820",27,38,1,91
"14034","OK1010821",27,43,4,91
"14035","OK1010830",67,118,6,91
"14036","OK1010840",1,4,1,30
"14037","OK1010848",18,36,1,91
"14038","OK1011101",53,88,2,91
"14039","OK1011102",3,12,1,90
"14040","OK1011201",91,110,4,91
"14041","OK1011305",15,31,1,91
"14042","OK1011306",25,41,5,91
"14043","OK1011310",4,4,1,30
"14044","OK1011401",12,39,2,91
"14045","OK1011501",16,31,3,91
"14046","OK1011503",25,64,2,91
"14047","OK1020101",19,17,4,91
"14048","OK1020103",8,19,2,91
"14049","OK1020104",3,9,2,91
"14050","OK1020105",6,16,2,91
"14051","OK1020106",6,15,2,91
"14052","OK1020110",6,15,2,91
"14053","OK1020206",4,11,2,91
"14054","OK1020208",11,28,3,91
"14055","OK1020210",3,11,2,30
"14056","OK1020301",2,3,1,91
"14057","OK1020303",9,21,2,91
"14058","OK1020404",9,26,1,91
"14059","OK1020405",10,28,3,91
"14060","OK1020409",6,11,1,91
"14061","OK1020411",11,21,1,91
"14062","OK1020419",1,3,1,30
"14063","OK1020504",4,11,1,30
"14064","OK1020506",17,16,2,91
"14065","OK1020508",28,44,1,91
"14066","OK1020510",103,109,5,91
"14067","OK1020512",44,54,5,91
"14068","OK1020514",62,54,5,91
"14069","OK1020515",17,40,3,91
"14070","OK1020529",32,59,2,91
"14071","OK1020535",40,63,3,91
"14072","OK1020603",5,10,3,91
"14073","OK1020604",61,93,3,91
"14074","OK1020605",3,6,1,91
"14075","OK1020606",17,32,3,91
"14076","OK1020609",48,93,6,91
"14077","OK1020611",22,43,3,91
"14078","OK1020616",4,7,1,91
"14079","OK1020623",5,9,1,91
"14080","OK1020625",73,76,4,91
"14081","OK1020702",25,56,3,91
"14082","OK1020705",32,49,3,91
"14083","OK1020707",95,101,5,91
"14084","OK1020708",100,80,2,91
"14085","OK1020710",60,59,2,91
"14086","OK1020724",17,40,1,91
"14087","OK1020803",58,79,5,91
"14088","OK1020807",3,7,1,90
"14089","OK1020909",1,2,1,91
"14090","OK1020910",10,6,1,91
"14091","OK1020911",11,19,1,91
"14092","OK1021101",22,31,4,91
"14093","OK1021203",34,57,3,91
"14094","OK1021204",82,79,4,91
"14095","OK1021206",2,7,2,91
"14096","OK1021209",6,13,1,91
"14097","OK1021210",102,85,2,91
"14098","OK1021217",3,12,2,90
"14099","OK1021220",14,15,3,91
"14100","OK1021221",50,62,1,91
"14101","OK1021222",63,62,5,91
"14102","OK1021301",19,41,3,91
"14103","OK1021304",146,134,5,91
"14104","OK1021305",59,83,2,91
"14105","OK1021306",100,89,4,91
"14106","OK1021313",5,15,2,91
"14107","OK1021410",94,101,6,91
"14108","OK1021501",16,46,3,91
"14109","OK1021502",4,9,1,91
"14110","OK1021503",35,65,4,3109
"14111","OK1021505",10,31,1,91
"14112","OK1021509",8,9,1,91
"14113","OK1021512",31,59,2,91
"14114","OK1021513",16,25,1,91
"14115","OK1021527",15,41,4,91
"14116","OK1021529",18,28,4,2897
"14117","OK1021604",10,16,1,91
"14118","OK1021607",26,45,1,91
"14119","OK1021611",1,3,1,30
"14120","OK1021614",3,11,2,30
"14121","OK1021621",44,38,5,91
"14122","OK1021622",1,4,1,30
"14123","OK1021631",23,58,2,30
"14124","OK1021640",9,20,2,91
"14125","OK1021643",16,17,5,91
"14126","OK1021678",1,2,1,29
"14127","OK1021696",16,21,4,91
"14128","OK1021697",1,3,1,90
"14129","OK1021701",7,21,2,91
"14130","OK1021702",5,16,4,90
"14131","OK1021713",6,11,3,91
"14132","OK1021721",22,28,1,91
"14133","OK1021730",2,7,1,30
"14134","OK1021731",6,19,2,30
"14135","OK1021733",6,10,2,90
"14136","OK1021745",4,8,1,30
"14137","OK1021756",7,7,2,30
"14138","OK1021763",3,12,2,91
"14139","OK1021765",11,19,1,30
"14140","OK1021773",11,6,2,30
"14141","OK1021776",3,4,1,30
"14142","OK1221615",15,28,2,91
"14143","OK1221626",14,27,2,91
"14144","OK1221645",1,2,1,30
"14145","OK2000118",42,43,1,91
"14146","OK2000202",1,4,1,365
"14147","OK2000206",35,126,2,91
"14148","OK2000207",20,61,1,91
"14149","OK2000211",1,3,1,1676
"14150","OK2000252",5,18,2,365
"14151","OK2000402",1,4,1,30
"14152","OK2000405",1,2,1,2928
"14153","OK2000412",2,6,2,90
"14154","OK2000435",2,6,1,364
"14155","OK2000453",1,1,1,3014
"14156","OK2000601",16,52,1,91
"14157","OK2000602",4,16,1,91
"14158","OK2000606",9,20,1,91
"14159","OK2000608",34,90,1,365
"14160","OK2000625",1,3,1,364
"14161","OK2000702",30,22,1,91
"14162","OK2000704",1,4,1,91
"14163","OK2000802",23,56,1,91
"14164","OK2000804",2,4,1,91
"14165","OK2000806",12,19,2,91
"14166","OK2000808",66,85,1,91
"14167","OK2000809",19,62,2,365
"14168","OK2000812",3,8,1,365
"14169","OK2000883",2,6,1,365
"14170","OK2000902",9,18,3,30
"14171","OK2000908",32,96,1,91
"14172","OK2000909",8,8,2,91
"14173","OK2000944",2,8,2,89
"14174","OK2000958",7,18,2,365
"14175","OK2001003",25,69,1,91
"14176","OK2001027",3,6,1,91
"14177","OK2001036",1,2,1,3109
"14178","OK2001201",8,24,1,91
"14179","OK2001204",2,7,1,91
"14180","OK2001205",61,80,1,91
"14181","OK2001207",8,10,2,30
"14182","OK2001309",11,34,1,91
"14183","OK2001411",1,4,1,30
"14184","OK2001412",6,18,2,91
"14185","OK2001424",1,4,1,30
"14186","OK2001429",1,4,1,29
"14187","OK2001431",1,2,1,2013
"14188","OK2001443",1,4,1,29
"14189","OK2001475",45,41,1,91
"14190","OK2001483",10,24,1,91
"14191","OK2001606",1,1,1,2549
"14192","OK2001609",30,75,1,91
"14193","OK2001627",3,6,2,2549
"14194","OK2001631",1,2,1,2549
"14195","OK2001659",2,7,2,2549
"14196","OK2001702",26,59,2,91
"14197","OK2001801",30,53,1,91
"14198","OK2001939",1,4,1,91
"14199","OK2001979",1,4,1,91
"14200","OK2002015",4,15,2,91
"14201","OK2002023",3,12,1,364
"14202","OK2002040",1,4,1,364
"14203","OK2002402",2,7,2,90
"14204","OK2002416",10,24,2,91
"14205","OK2002420",3,6,1,364
"14206","OK2002465",5,14,2,365
"14207","OK2002470",2,8,2,365
"14208","OK2002605",5,12,1,91
"14209","OK2002623",1,4,1,364
"14210","OK2002674",2,8,2,364
"14211","OK2002682",3,13,2,365
"14212","OK2002701",1,4,1,30
"14213","OK2002703",1,4,1,30
"14214","OK2002711",14,38,2,91
"14215","OK2002801",2,8,1,364
"14216","OK2002806",23,71,2,91
"14217","OK2002901",15,43,1,91
"14218","OK2003201",1,4,1,30
"14219","OK2003222",1,4,1,90
"14220","OK2003306",8,27,1,91
"14221","OK2003503",2,9,1,29
"14222","OK2003616",1,2,1,29
"14223","OK2003701",24,67,2,91
"14224","OK2003702",16,36,1,91
"14225","OK2003703",33,100,1,91
"14226","OK2003704",2,8,1,91
"14227","OK2003715",33,99,1,91
"14228","OK2003745",3,4,2,364
"14229","OK2003880",3,12,1,91
"14230","OK2004103",11,25,3,91
"14231","OK2004104",7,25,2,91
"14232","OK2004192",1,4,1,364
"14233","OK2004203",2,7,1,90
"14234","OK2004230",2,4,2,91
"14235","OK2004254",15,14,1,91
"14236","OK2004402",8,23,2,364
"14237","OK2004403",2,7,1,91
"14238","OK2004404",4,9,1,364
"14239","OK2004407",25,78,2,91
"14240","OK2004420",3,10,2,365
"14241","OK2004440",2,3,1,364
"14242","OK2004451",4,13,1,91
"14243","OK2004456",5,8,1,365
"14244","OK2004538",7,14,1,91
"14245","OK2004539",1,3,1,30
"14246","OK2004705",1,4,1,29
"14247","OK2004872",2,8,2,90
"14248","OK2004921",1,3,1,90
"14249","OK2005201",1,3,1,30
"14250","OK2005209",21,36,1,91
"14251","OK2005501",2,8,1,90
"14252","OK2005506",9,18,1,91
"14253","OK2005507",2,9,2,30
"14254","OK2005519",1,4,1,30
"14255","OK2005521",1,3,1,30
"14256","OK2005539",1,4,1,29
"14257","OK2005603",1,4,1,30
"14258","OK2005901",1,5,1,29
"14259","OK2006059",2,7,2,30
"14260","OK2006062",12,29,2,91
"14261","OK2006363",6,9,4,91
"14262","OK2006374",1,3,1,30
"14263","OK2006431",1,4,1,30
"14264","OK2006704",6,19,4,91
"14265","OK2006742",1,4,1,91
"14266","OK2006757",1,3,1,89
"14267","OK2006760",1,4,1,29
"14268","OK2006932",1,4,1,29
"14269","OK2006969",1,4,1,30
"14270","OK2007101",23,61,2,91
"14271","OK2007103",60,169,2,91
"14272","OK2007104",12,40,2,91
"14273","OK2007107",5,18,2,91
"14274","OK2007501",4,8,1,91
"14275","OK2007502",1,3,1,89
"14276","OK2007503",13,43,2,91
"14277","OK2007507",12,38,1,91
"14278","OK2007604",1,4,1,91
"14279","OK2007710",1,4,1,89
"14280","OK3000109",3,8,1,91
"14281","OK3000303",58,92,1,91
"14282","OK3000305",24,52,1,91
"14283","OK3000306",20,51,1,91
"14284","OK3000704",24,36,1,91
"14285","OK3000801",9,34,1,91
"14286","OK3000909",2,8,1,90
"14287","OK3001001",6,19,1,91
"14288","OK3001004",9,33,1,91
"14289","OK3001005",25,66,1,91
